schema_version,experiment_id,experiment_family,evidence_id,run_id,run_kind,status,method_family,method_variant,method,dataset,baseline,margin,mode,lambda,cross_camera_positive_lambda,branch,commit,parent_branch,parent_commit,merge_base,candidate_protocol_signature_sha256,implementation_signature_sha256,seed,gpu,start_time,end_time,runtime_seconds,return_code,multigranular_feature_signature,multigranular_feature_signature_sha256,feature_reference_commit,feature_reference_signature_sha256,current_feature_signature_sha256,feature_compatibility_status,feature_compatibility_evidence_path,feature_compatibility_evidence_size_bytes,feature_compatibility_evidence_sha256,gating_signature_sha256,gating_signature_path,gating_signature_size_bytes,gating_signature_evidence_sha256,source_config_origin_path,source_config_origin_size_bytes,source_config_origin_sha256,source_config_path,source_config_size_bytes,source_config_sha256,resolved_config_path,resolved_config_size_bytes,resolved_config_sha256,training_log_path,training_log_size_bytes,training_log_sha256,console_log_path,console_log_size_bytes,console_log_sha256,output_dir,selected_checkpoint_path,selected_checkpoint_size_bytes,selected_checkpoint_sha256,checkpoint_manifest_path,checkpoint_manifest_size_bytes,checkpoint_manifest_sha256,artifact_manifest_path,artifact_manifest_size_bytes,artifact_manifest_sha256,run_evidence_manifest_path,run_evidence_manifest_size_bytes,run_evidence_manifest_sha256,run_manifest_path,run_manifest_size_bytes,run_manifest_sha256,run_status_path,run_status_size_bytes,run_status_sha256,reproducibility_path,reproducibility_size_bytes,reproducibility_sha256,dataset_manifest_path,dataset_manifest_sha256,model_manifest_path,model_manifest_sha256,environment_path,environment_sha256,pcc_lambda,pcc_enabled,pcc_parts,pcc_mode,alignment_strategy,alignment_mode,alignment_temperature,valid_pcc_pair_count,mean_fixed_index_part_distance,hard_alignment_loss,valid_alignment_pair_count,mean_hard_path_cost,mean_path_absolute_offset,soft_alignment_loss,mean_soft_path_cost,gating_mode,gating_input,gating_temperature,gating_normalization,scale_order,dynamic_gating_summary_path,dynamic_gating_summary_size_bytes,dynamic_gating_summary_sha256,dynamic_gating_summary_source_checkpoint_sha256,gating_samples_path,gating_samples_size_bytes,gating_samples_sha256,gating_samples_source_checkpoint_sha256,gating_sample_selection_rule,gating_sample_count,p2_mean,p2_std,p2_min,p2_max,p4_mean,p4_std,p4_min,p4_max,p6_mean,p6_std,p6_min,p6_max,applied_w2_mean,applied_w2_std,applied_w4_mean,applied_w4_std,applied_w6_mean,applied_w6_std,mean_gate_entropy,dominant_k2_ratio,dominant_k4_ratio,dominant_k6_ratio,rank1_percent,rank5_percent,rank10_percent,map_percent,best_epoch,selected_epoch,notes
5,C2-L03-MGDG-G2-GL-T1-S42,C2-L03-MULTI-GRANULARITY-DYNAMIC-GATING,C2-L03-MGDG-G2-GL-T1-S42-fa4e7f88f7-49a766fb52,C2-L03-MGDG-G2-GL-T1-S42-fa4e7f88f7-49a766fb52,formal,success,multi_granularity_feature,g2_global_local_per_sample_dynamic_gating,"C2-L03 + G2 Dynamic Gating [g,z2,z4,z6] -> [w2,w4,w6]",market1501,C2-L03 + MGP concat,0.3,mean,not_applicable,0.3,codex/g2-global-local-gating,fa4e7f88f7ab645e9ba6b9a8e6cffdd9056b36c8,exp/c2-l03-multi-granularity-dynamic-gating,not_recorded,not_recorded,not_recorded,not_recorded,42,NVIDIA GeForce RTX 4090,2026-08-26T22:06:20Z,2026-08-26T22:55:07Z,2927.153805,0,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,/root/autodl-tmp/BoT-reid-g2-global-local/configs/softmax_triplet_c2_l03_multi_granularity_dynamic_gating_g2_global_local_autodl.yml,1901,b6893fa550145dacc462250ad774b81dc8599b6b250f95c4905e7ac4bb43b2cd,/root/autodl-tmp/BoT-reid-g2-global-local/experiment_records/runs/C2-L03-MGDG-G2-GL-T1-S42-fa4e7f88f7-49a766fb52/config_source.yml,1901,b6893fa550145dacc462250ad774b81dc8599b6b250f95c4905e7ac4bb43b2cd,/root/autodl-tmp/BoT-reid-g2-global-local/experiment_records/runs/C2-L03-MGDG-G2-GL-T1-S42-fa4e7f88f7-49a766fb52/config_resolved.yml,2944,fd0f59f13d0dc762b97ece82ad6c821d00e67dbc76b6e8a1e3b7769a7ab8a882,/root/autodl-tmp/experiments/BoT/c2_l03_mgdg_g2_global_local_tau1_seed42_market1501/log.txt,406466,320267b3c934e328850ad717a538d7dde23830698cd5d23b836842aaba893f31,/root/autodl-tmp/BoT-reid-g2-global-local/experiment_records/runs/C2-L03-MGDG-G2-GL-T1-S42-fa4e7f88f7-49a766fb52/console.log,408291,5c734f9be73cf839631dae0d8a832625d4b325c8e43ac8555fb65099f1140532,/root/autodl-tmp/experiments/BoT/c2_l03_mgdg_g2_global_local_tau1_seed42_market1501,/root/autodl-tmp/experiments/BoT/c2_l03_mgdg_g2_global_local_tau1_seed42_market1501/resnet50_checkpoint_22320.pt,327027980,49a766fb520cca5dfe9121f272994185db9fddee45709c9d61446c6781dc7d45,/root/autodl-tmp/BoT-reid-g2-global-local/experiment_records/runs/C2-L03-MGDG-G2-GL-T1-S42-fa4e7f88f7-49a766fb52/checkpoint_manifest.tsv,987,99bd8abb418bbface7d9e4f09163304c9e33d6189155cadc3ee2d90ae9c57da9,/root/autodl-tmp/BoT-reid-g2-global-local/experiment_records/runs/C2-L03-MGDG-G2-GL-T1-S42-fa4e7f88f7-49a766fb52/artifact_manifest.json,12330,197b54fc9b1c980a75494d0b201f43ea413fe3221ae39349a799d0b9dcb66fb8,/root/autodl-tmp/BoT-reid-g2-global-local/experiment_records/runs/C2-L03-MGDG-G2-GL-T1-S42-fa4e7f88f7-49a766fb52/evidence_manifest.tsv,10587,21e60bd6c043acef07727a029239b411f52cc2ffd6b316b00c359622c80ea60a,/root/autodl-tmp/BoT-reid-g2-global-local/experiment_records/runs/C2-L03-MGDG-G2-GL-T1-S42-fa4e7f88f7-49a766fb52/run_manifest.json,22133,bd6aa7aa538bceda146c514069c1c627039bf08d3ab7662cd9e5299c1edaf0f0,/root/autodl-tmp/BoT-reid-g2-global-local/experiment_records/runs/C2-L03-MGDG-G2-GL-T1-S42-fa4e7f88f7-49a766fb52/run_status.json,253,39563460c2242085c57b42658fa85cd4d145f1ce31046668ed2add87d03f6c56,/root/autodl-tmp/experiments/BoT/c2_l03_mgdg_g2_global_local_tau1_seed42_market1501/reproducibility.json,3293,d988a726a02884dddcf96317f5e0984b6ba7bcb236c6e9b2200b9c2d1fc445b9,not_recorded,not_recorded,not_recorded,not_recorded,/root/autodl-tmp/BoT-reid-g2-global-local/experiment_records/runs/C2-L03-MGDG-G2-GL-T1-S42-fa4e7f88f7-49a766fb52/environment.json,1bf391cd74cb29abbdf6460deb3baf78d54303b13f1e288adfdb7528e0f45ffd,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,per_sample_dynamic_gating,concat_global_local,1.0,scaled_softmax,"2,4,6",/root/autodl-tmp/BoT-reid-g2-global-local/experiment_records/runs/C2-L03-MGDG-G2-GL-T1-S42-fa4e7f88f7-49a766fb52/dynamic_gating_summary.json,2808,996786e9609cf6c79fb319c88a6a66f57a67e500e6f6825f83a659c0942b3483,49a766fb520cca5dfe9121f272994185db9fddee45709c9d61446c6781dc7d45,/root/autodl-tmp/BoT-reid-g2-global-local/experiment_records/runs/C2-L03-MGDG-G2-GL-T1-S42-fa4e7f88f7-49a766fb52/gating_samples.tsv,71504,d30bccbf95024495cc6e946eaf7f60b841e0192f72f0fb60fb5f1468ff932372,49a766fb520cca5dfe9121f272994185db9fddee45709c9d61446c6781dc7d45,sha256(stable_sample_key) ascending; first 256 query+gallery samples,11904,0.17858847097859226,0.0060181786626331245,0.1607249677181244,0.19575850665569305,0.41378358953321975,0.004283030748726151,0.4028071165084839,0.42789405584335327,0.4076279397222704,0.004583521504250787,0.3935491144657135,0.4216687083244324,0.5357654129357768,0.018054535987893226,1.2413507685996592,0.012849092246218415,1.2228838191668112,0.013750564512695844,1.0384328229855684,0.0,0.8276209677419355,0.17237903225806453,94.83373165130615,98.42636585235596,98.9311158657074,87.64558553090099,120,120,Recovered from existing machine-generated G2 evidence; numeric values were not edited. Launch commit/worktree state comes from reproducibility.json.
5,C2-L03-MGDG-G2-WITHOUT-Z6-T1-S42,C2-L03-MULTI-GRANULARITY-DYNAMIC-GATING,C2-L03-MGDG-G2-WITHOUT-Z6-T1-S42-cc6f831438-67774d7d2b,C2-L03-MGDG-G2-WITHOUT-Z6-T1-S42-cc6f831438-67774d7d2b,formal,success,multi_granularity_feature,g2_without_z6_per_sample_dynamic_gating,"G2-without-z6 Dynamic Gating [z2,z4] -> [w2,w4]",market1501,C2-L03 + MGP concat,0.3,mean,not_applicable,0.3,codex/g2-without-z6,cc6f8314384513ac695b1a440dbf281e282eb40e,codex/g2-local-only,not_recorded,not_recorded,not_recorded,not_recorded,42,NVIDIA GeForce RTX 4090,2026-08-29T12:28:47Z,2026-08-29T13:15:28Z,2801.0,0,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,/root/autodl-tmp/BoT-reid-g2-without-z6/configs/softmax_triplet_c2_l03_multi_granularity_dynamic_gating_g2_without_z6_autodl.yml,1892,b02ea63fc40c3274e3aa8cb6ca128cf486abed6288eb664872e9718db5cbe662,/root/autodl-tmp/BoT-reid-g2-without-z6/experiment_records/runs/C2-L03-MGDG-G2-WITHOUT-Z6-T1-S42-cc6f831438-67774d7d2b/config_source.yml,1892,b02ea63fc40c3274e3aa8cb6ca128cf486abed6288eb664872e9718db5cbe662,/root/autodl-tmp/BoT-reid-g2-without-z6/experiment_records/runs/C2-L03-MGDG-G2-WITHOUT-Z6-T1-S42-cc6f831438-67774d7d2b/config_resolved.yml,2935,1a94f6009c8e824ced3c0ac7013f983990cef18a58d53ea3eab343415aed7476,/root/autodl-tmp/experiments/BoT/c2_l03_mgdg_g2_without_z6_tau1_seed42_market1501/log.txt,383749,2cf0fbcb4d6d6259bbb0f0b2942a2c49145f40e91f05dcb9f9e144b5a44abaa8,/root/autodl-tmp/BoT-reid-g2-without-z6/experiment_records/runs/C2-L03-MGDG-G2-WITHOUT-Z6-T1-S42-cc6f831438-67774d7d2b/console.log,385582,952268f46070daac125063fe11ef461d772196dc43d03fc5682e6383409cd9f3,/root/autodl-tmp/experiments/BoT/c2_l03_mgdg_g2_without_z6_tau1_seed42_market1501,/root/autodl-tmp/experiments/BoT/c2_l03_mgdg_g2_without_z6_tau1_seed42_market1501/resnet50_checkpoint_22320.pt,320424798,67774d7d2bf04316dcf6e5e304b727bf039b3723ef899c124e77d50f543126f1,/root/autodl-tmp/BoT-reid-g2-without-z6/experiment_records/runs/C2-L03-MGDG-G2-WITHOUT-Z6-T1-S42-cc6f831438-67774d7d2b/checkpoint_manifest.tsv,981,bc57858f39b88eeac4543f66060a963648bdf5f87d0e9eaa9e9a6251c9e4a77f,/root/autodl-tmp/BoT-reid-g2-without-z6/experiment_records/runs/C2-L03-MGDG-G2-WITHOUT-Z6-T1-S42-cc6f831438-67774d7d2b/artifact_manifest.json,13087,7396d1d1797c5f228716d9a86bdc07d4c94b24c31babf6ec6e7308341f8363c9,/root/autodl-tmp/BoT-reid-g2-without-z6/experiment_records/runs/C2-L03-MGDG-G2-WITHOUT-Z6-T1-S42-cc6f831438-67774d7d2b/evidence_manifest.tsv,11731,d45a393ae1030f9456eae918c28fc748821945f2091d779cc76f14cabeafc038,/root/autodl-tmp/BoT-reid-g2-without-z6/experiment_records/runs/C2-L03-MGDG-G2-WITHOUT-Z6-T1-S42-cc6f831438-67774d7d2b/run_manifest.json,22660,5e071ca26a7c3aadaf83a0722896e1b8f69bf8118e8f1afdb365586e1aac46ba,/root/autodl-tmp/BoT-reid-g2-without-z6/experiment_records/runs/C2-L03-MGDG-G2-WITHOUT-Z6-T1-S42-cc6f831438-67774d7d2b/run_status.json,261,cf314a05b190b2b444d7cf93b1c22333724fdaffeeeb629fa7f1eb2ab555d22e,/root/autodl-tmp/experiments/BoT/c2_l03_mgdg_g2_without_z6_tau1_seed42_market1501/reproducibility.json,3274,4c1363855affb4e18a672d471ea427a5b9168b4df699ece13d93b2a3cbb51fea,not_recorded,not_recorded,not_recorded,not_recorded,/root/autodl-tmp/BoT-reid-g2-without-z6/experiment_records/runs/C2-L03-MGDG-G2-WITHOUT-Z6-T1-S42-cc6f831438-67774d7d2b/environment.json,84af620a7aa88fea0e158d77ff1782d7d942f550f9af088b125eab37077a6773,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,per_sample_dynamic_gating,concat_z2_z4,1.0,scaled_softmax,"2,4",/root/autodl-tmp/BoT-reid-g2-without-z6/experiment_records/runs/C2-L03-MGDG-G2-WITHOUT-Z6-T1-S42-cc6f831438-67774d7d2b/dynamic_gating_summary.json,2307,90ec7bb6f3f9dfb710e007d2202055abe5b8335c925a70d9d74819d901229645,67774d7d2bf04316dcf6e5e304b727bf039b3723ef899c124e77d50f543126f1,/root/autodl-tmp/BoT-reid-g2-without-z6/experiment_records/runs/C2-L03-MGDG-G2-WITHOUT-Z6-T1-S42-cc6f831438-67774d7d2b/gating_samples.tsv,61796,1560ebed81f972e348a187d31c5d171ed50fffef2a2e94513a4a27e248da76f1,67774d7d2bf04316dcf6e5e304b727bf039b3723ef899c124e77d50f543126f1,sha256(stable_sample_key) ascending; first 256 query+gallery samples,11904,0.29625973718050586,0.020352241101561194,0.23154284060001373,0.3544185757637024,0.7037402632726376,0.02035224115602773,0.6455814838409424,0.7684572339057922,not_recorded,not_recorded,not_recorded,not_recorded,0.29625973718050586,0.020352241101561194,0.7037402632726376,0.02035224115602773,not_recorded,not_recorded,0.6066655702149797,0.0,1.0,not_recorded,94.83373165130615,98.36698174476624,99.02018904685974,87.46649903306654,120,120,Recovered from existing machine-generated G2-without-z6 Dynamic Gating evidence; numeric values were not edited. Launch commit/worktree state comes from reproducibility.json.
